area,exposed_buildings,affected_road_length_km,exposed_population,exposed_population_normalized,exposed_buildings_normalized,affected_road_length_km_normalized,priority_score,priority_class
Lokoja LGA — High/Very High flood zones,80099,1741.07,152438,1.0,1.0,1.0,1.0,Critical
